Hotel_State,Hotel_City,Hotel_Pin,Hotel_Category,Hotel_Name,Hotel_GPS_Cods,Hotel_Map_Links,Hotel_Rating,Hotel_Stars,Hotel_Address,Hotel_Price,Hotel_AddOns_1,Hotel_AddOns_2,Hotel_AddOns_3,Hotel_AddOns_4
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Maharashtra,Diveagar,"4,02,404",H,Maitreya Beach Resort,"18.170277598228488, 72.98976440590529",https://www.google.com/maps/place/Maitreya+Beach+Resort/data=!4m8!3m7!1s0x3be84ed39a42404b:0xd0a697ba823b0092!5m2!4m1!1i2!8m2!3d18.17013!4d72.989705?authuser=0&hl=en&rclk=1,4.1,3,"At & Post Dive Agar, Suvarna Ganesh pakhadi (Lane), Opp. Wad Bunglow, Tal. Shriwardhan Dist. Raigad, Diveagar, Maharashtra 402404",1854,Pool,Beach access,Air-conditioned,Restaurant
Maharashtra,Diveagar,"4,02,404",H,Hotel Arya Inn,"18.17840367144023, 72.98815123289303",https://www.google.com/maps/place/Hotel+Arya+Inn/data=!4m8!3m7!1s0x3be84f2a3d36b1a3:0xf3475d66e74fcdd2!5m2!4m1!1i2!8m2!3d18.178225!4d72.988157?authuser=0&hl=en&rclk=1,4.2,3,"Gautameshwer Mandir road , talani, Diveagar, Maharashtra 402404",2471,Pool,Free breakfast,Air-conditioned,Breakfast
Maharashtra,Diveagar,"4,02,404",H,Exotica The Beach Resort,"18.175407200341837, 72.9851482887159",https://www.google.com/maps/place/Exotica+The+Beach+Resort/data=!4m8!3m7!1s0x3be84f29ac30ef29:0xf32080ad72d9aff!5m2!4m1!1i2!8m2!3d18.1752696!4d72.9852073?authuser=0&hl=en&rclk=1,4.2,3,"MTDC, Talani, Marathi School Rd, Diveagar, Maharashtra 402404",5320,Free parking,Free breakfast,Free Wi-Fi,Beach access
Maharashtra,Diveagar,"4,02,404",H,Cocohut Resort,"18.16655520138218, 72.98872032919708",https://www.google.com/maps/place/Cocohut+Resort/data=!4m8!3m7!1s0x3be84ed2130b1519:0x36ced7618c93d12c!5m2!4m1!1i2!8m2!3d18.1664074!4d72.9888759?authuser=0&hl=en&rclk=1,3.9,2,"Samarth Nagar, Diveagar, Maharashtra 402404",3195,Pool,Free breakfast,Beach access,Air-conditioned
Maharashtra,Diveagar,"4,02,404",H,Happy Day's Diveagar,"18.161964610945518, 72.98848063289263",https://www.google.com/maps/place/Happy+Day's+Diveagar/data=!4m8!3m7!1s0x3be84ecc3a8ff9fd:0x1adfef8529bb5e70!5m2!4m1!1i2!8m2!3d18.161827!4d72.988486?authuser=0&hl=en&rclk=1,4.1,2,"India maharashtra raigad shriverdhan diveagar, Diveagar, Maharashtra 402404",4133,Free parking,Free Wi-Fi,Beach access,Air-conditioned
Maharashtra,Diveagar,"4,02,404",H,Shree Ganesh Beach Resort,"18.17607434134551, 72.98630646172828",https://www.google.com/maps/place/Shree+Ganesh+Beach+Resort/data=!4m8!3m7!1s0x3be84ed6109393f5:0xe59856ca020e416!5m2!4m1!1i2!8m2!3d18.175845!4d72.9863011?authuser=0&hl=en&rclk=1,3.8,2,"Near Exotica, Taluk Shrivardhan, District, Diveagar, Maharashtra 402404",3716,Free parking,Free breakfast,Beach access,Air-conditioned
Maharashtra,Diveagar,"4,02,404",H,"Patil Guest House, Diveagar Beach","18.175986934971753, 72.98508426172826","https://www.google.com/maps/place/Patil+Guest+House,+Diveagar+Beach/data=!4m8!3m7!1s0x3be84ed62fc23f27:0x94e48573e477618f!5m2!4m1!1i2!8m2!3d18.1757474!4d72.9850789?authuser=0&hl=en&rclk=1",4.3,3,"Marathi School Rd, Diveagar, Maharashtra 402404",58570,Beach access,,,
Maharashtra,Diveagar,"4,02,404",H,Sai Sadan Residency,"18.16583816069734, 72.990572463576",https://www.google.com/maps/place/Sai+Sadan+Residency/data=!4m8!3m7!1s0x3be84ed2804ac713:0x710caae1ac0e21ec!5m2!4m1!1i2!8m2!3d18.165619!4d72.990492?authuser=0&hl=en&rclk=1,4.6,3,"Suvarn Ganesh Pakhadi, Diveagar, Maharashtra 402404",2500,Beach access,Air-conditioned,,
Maharashtra,Diveagar,"4,02,404",H,Darban Resort,"18.178902730967465, 72.98557271939912",https://www.google.com/maps/place/Darban+Resort/data=!4m8!3m7!1s0x3be84f25af914a67:0x41534214a41d0b58!5m2!4m1!1i2!8m2!3d18.1786632!4d72.9855459?authuser=0&hl=en&rclk=1,4.6,2,"Hanuman Pakhadi Beach Rd, Diveagar, Maharashtra 402404",3965,Pool,Free parking,Free breakfast,Beach access
Maharashtra,Diveagar,"4,02,404",H,Hotel Silka Inn,"18.185985049532803, 72.98514056172844",https://www.google.com/maps/place/Hotel+Silka+Inn/data=!4m8!3m7!1s0x3be84f2c278328bf:0xb3ff09f0278d0f05!5m2!4m1!1i2!8m2!3d18.1857863!4d72.9851352?authuser=0&hl=en&rclk=1,3.2,3,"Shiwaji chowk Diveagaar Ragarh Shiwaji chowk Diveagaar Ragarh, Diveagar, Maharashtra 402404",3119,Pool,Free breakfast,Breakfast,
Maharashtra,Diveagar,"4,02,404",H,"Fintastic Beach Resort, Diveagar","18.17822226500367, 72.98794177337432","https://www.google.com/maps/place/Fintastic+Beach+Resort,+Diveagar/data=!4m8!3m7!1s0x3be84f68c669ba15:0x88725d185f05a35a!5m2!4m1!1i2!8m2!3d18.1780337!4d72.9880437?authuser=0&hl=en&rclk=1",4.5,3,"near Gautameshwar temple, Diveagar, Maharashtra 402404",3210,Free breakfast,Breakfast,Wi-Fi,
Maharashtra,Diveagar,"4,02,404",H,EXOTICA BY THE SEA-DIVEAGAR,"18.159751084967066, 72.99220494823427",https://www.google.com/maps/place/EXOTICA+BY+THE+SEA-DIVEAGAR/data=!4m8!3m7!1s0x3be849b0c7600cef:0x1b9e91eb425fddcc!5m2!4m1!1i2!8m2!3d18.1595625!4d72.9921674?authuser=0&hl=en&rclk=1,4.2,2,"Shrivardhan Beach road, Diveagar, Maharashtra 402404",5320,Free parking,Free breakfast,Beach access,Air-conditioned
Maharashtra,Diveagar,"4,02,404",H,Hotel Arya Inn,"18.17845463821558, 72.98827997891792",https://www.google.com/maps/place/Hotel+Arya+Inn/data=!4m8!3m7!1s0x3be84f2a3d4399ab:0xf3475d66e74fcdd2!5m2!4m1!1i2!8m2!3d18.1782253!4d72.9881566?authuser=0&hl=en&rclk=1,4.2,3,"Gautameshwer Mandir road , talani, Diveagar, Maharashtra 402404",2496,Pool,Free breakfast,Air-conditioned,Breakfast
Maharashtra,Diveagar,"4,02,404",H,"Tendulkar Beach Resort, Diveagar","18.18372815210588, 72.98555198871595","https://www.google.com/maps/place/Tendulkar+Beach+Resort,+Diveagar/data=!4m8!3m7!1s0x3be84f2ec0a061a5:0x4dcf8911454838c4!5m2!4m1!1i2!8m2!3d18.1835294!4d72.985611?authuser=0&hl=en&rclk=1",3.4,2,"Dive Agar Bypass Rd, Shivaji Chowk Nr. Idea Tower Tal.Shriwardhan, Dist, Diveagar, Maharashtra 402404",2435,Beach access,Air-conditioned,Kitchen,Pet-friendly
Maharashtra,Diveagar,"4,02,404",H,Gurumauli Resort,"18.18019212919648, 72.98635330960101",https://www.google.com/maps/place/Gurumauli+Resort/data=!4m8!3m7!1s0x3be84f29725ab9d9:0xddeeb61314fc01fc!5m2!4m1!1i2!8m2!3d18.179953!4d72.986144?authuser=0&hl=en&rclk=1,3.8,2,"5XHP+XFJ, Diveagar, Maharashtra 402404",1845,,,,
Maharashtra,Diveagar,"4,02,404",H,Shree Ganesh Beach Resort,"18.176104921820713, 72.98629573289287",https://www.google.com/maps/place/Shree+Ganesh+Beach+Resort/data=!4m8!3m7!1s0x3be84ed61a1cc407:0xe59856ca020e416!5m2!4m1!1i2!8m2!3d18.175845!4d72.986301?authuser=0&hl=en&rclk=1,3.8,2,"Near Exotica, Taluk Shrivardhan, District, Diveagar, Maharashtra 402404",3524,Free parking,Free breakfast,Beach access,Air-conditioned
Maharashtra,Diveagar,"4,02,404",H,EXOTICA BEACH RETREATS DIVEAGAR,"18.159598251587692, 72.99216799056349",https://www.google.com/maps/place/EXOTICA+BEACH+RETREATS+DIVEAGAR/data=!4m8!3m7!1s0x3be84eccb64837c1:0x747be283f7928514!5m2!4m1!1i2!8m2!3d18.159532!4d72.9921519?authuser=0&hl=en&rclk=1,4.5,2,"Baradkol bridge, Diveagar Shriwardhan Beach Road Diveagar, Shriwardhan, Maharashtra 402403, Shrivardhan, Maharashtra 402404",4480,Free parking,Free breakfast,Free Wi-Fi,Beach access
Maharashtra,Diveagar,"4,02,404",H,Oceanic,"18.18564174992425, 72.98571563289305",https://www.google.com/maps/place/Oceanic/data=!4m8!3m7!1s0x3be84f2e5c2c81d5:0x889212da84d1902!5m2!4m1!1i2!8m2!3d18.185443!4d72.985721?authuser=0&hl=en&rclk=1,3.8,2,"Uttareshwar Pakhadi, Near Shivaji Chowk, Diveagar Bypass Road, Diveagar, Maharashtra 402404",1679,Air-conditioned,Breakfast,Airport shuttle,Pet-friendly
Maharashtra,Diveagar,"4,02,404",H,Chet's Groove,"18.172228221329412, 72.98752509056366",https://www.google.com/maps/place/Chet's+Groove/data=!4m8!3m7!1s0x3be84ed41dd8b5d3:0x3b7251b0e00828ca!5m2!4m1!1i2!8m2!3d18.1719581!4d72.987509?authuser=0&hl=en&rclk=1,3.9,3,"Diveagar, Maharashtra 402404",13845,Free breakfast,Beach access,Air-conditioned,Breakfast
Maharashtra,Diveagar,"4,02,404",H,Exotica Beach (Resort) Cottages DIVEAGAR,"18.175162748985112, 72.98515996357608",https://www.google.com/maps/place/Exotica+Beach+(Resort)+Cottages+DIVEAGAR/data=!4m8!3m7!1s0x3be84f69e78fb649:0x5e33885b3244958a!5m2!4m1!1i2!8m2!3d18.1749436!4d72.9850795?authuser=0&hl=en&rclk=1,5,2,"Diveagar Beach Rd, Talani, Diveagar, Maharashtra 402404",3169,Beach access,,,
Maharashtra,Diveagar,"4,02,404",H,Kshitij Holidays,"18.165477037585713, 72.99057699241155",https://www.google.com/maps/place/Kshitij+Holidays/data=!4m8!3m7!1s0x3be84f99cc54aded:0xe3611e0e6b7e7c1b!5m2!4m1!1i2!8m2!3d18.1653904!4d72.9904858?authuser=0&hl=en&rclk=1,4.1,2,"Shrikant Avalaskar, Suvarna Ganesh Pakhadi, Shrivardhan Rd, Diveagar, Maharashtra 402404",4356,Beach access,,,
Maharashtra,Diveagar,"4,02,404",H,Srushtivilla Resort,"18.1824291604542, 72.98380751755136",https://www.google.com/maps/place/Srushtivilla+Resort/data=!4m8!3m7!1s0x3be84f2eda286aed:0x42f7110484f516cf!5m2!4m1!1i2!8m2!3d18.1822406!4d72.9838558?authuser=0&hl=en&rclk=1,4.5,2,"Opp. Mali Samaj Hall, Shri Vardhan Taluka, Diveagar, Maharashtra 402404",5401,Beach access,,,
Maharashtra,Diveagar,"4,02,404",H,Mudra Beach Resort,"18.189721601523516, 72.98296438686828",https://www.google.com/maps/place/Mudra+Beach+Resort/data=!4m8!3m7!1s0x3be84f322bd85e49:0x83b0d5aa3527455a!5m2!4m1!1i2!8m2!3d18.1894617!4d72.9830985?authuser=0&hl=en&rclk=1,4.3,2,"5XQM+Q6Q, Diveagar, Maharashtra 402404",3150,Beach access,Air-conditioned,Restaurant,
Maharashtra,Diveagar,"4,02,404",H,Lotus Holiday Resort,"18.180954294264723, 72.98624051939916",https://www.google.com/maps/place/Lotus+Holiday+Resort/data=!4m8!3m7!1s0x3be84f296973aa69:0x7b0fac0e07d8b0f3!5m2!4m1!1i2!8m2!3d18.1806638!4d72.9862137?authuser=0&hl=en&rclk=1,4.5,2,"Divagar, Diveagar, Maharashtra 402404",3672,Free breakfast,Beach access,Air-conditioned,Breakfast
Maharashtra,Diveagar,"4,02,404",H,Coconut Fly Holidays Resort,"18.175880254567115, 72.98857071939916",https://www.google.com/maps/place/Coconut+Fly+Holidays+Resort/data=!4m8!3m7!1s0x3be84f5363e400eb:0x7ca7cb905e5c46f9!5m2!4m1!1i2!8m2!3d18.1756713!4d72.9885439?authuser=0&hl=en&rclk=1,4.7,2,"Gat No. 593, Diveagar Tal, Dist, Shrivardhan, Maharashtra 402404",4804,Free parking,Free breakfast,Free Wi-Fi,Beach access
Maharashtra,Diveagar,"4,02,404",H,Badamikar Resorts,"18.174814794383728, 72.98833709056375",https://www.google.com/maps/place/Badamikar+Resorts/data=!4m8!3m7!1s0x3be84ed5c5a70cb9:0xf977285da1335b82!5m2!4m1!1i2!8m2!3d18.174667!4d72.988321?authuser=0&hl=en&rclk=1,4.3,3,"5XFQ+V88, Diveagar, Maharashtra 402404",4075,Air-conditioned,,,
Maharashtra,Diveagar,"4,02,404",H,Anandyatri,"18.178821677866857, 72.98921559056377",https://www.google.com/maps/place/Anandyatri/data=!4m8!3m7!1s0x3be84f2a415f55a1:0x5e7e08207879a80c!5m2!4m1!1i2!8m2!3d18.1785006!4d72.9891995?authuser=0&hl=en&rclk=1,4.3,2,"5XHQ+CM4, Diveagar, Maharashtra 402404",15425,Free breakfast,Air-conditioned,Breakfast,Pet-friendly
Maharashtra,Diveagar,"4,02,404",H,The Stream Resort,"18.179383910249094, 72.98485290220968",https://www.google.com/maps/place/The+Stream+Resort/data=!4m8!3m7!1s0x3be84fbf0a49e847:0xd9953071ce6c4bdd!5m2!4m1!1i2!8m2!3d18.1791138!4d72.9849441?authuser=0&hl=en&rclk=1,4.7,2,"Hanuman Pakhadi Beach Rd, Diveagar, Maharashtra 402404",5774,Beach access,Wi-Fi,,
Maharashtra,Diveagar,"4,02,404",H,anahat cottages,"18.17074994216252, 72.98951346172828",https://www.google.com/maps/place/anahat+cottages/data=!4m8!3m7!1s0x3be84ed2ffffffff:0xb04ae119ca9b30f9!5m2!4m1!1i2!8m2!3d18.1705104!4d72.9895081?authuser=0&hl=en&rclk=1,4.1,2,"Shivaji road , Taluka Shrivardhan , Dist Raigad, Diveagar, Maharashtra 402404",2016,,,,
Maharashtra,Diveagar,"4,02,404",H,Oceanic,"18.18567232872249, 72.98572636172845",https://www.google.com/maps/place/Oceanic/data=!4m8!3m7!1s0x3be84f2e5c2c81d5:0x889212da84d1902!5m2!4m1!1i2!8m2!3d18.185443!4d72.985721?authuser=0&hl=en&rclk=1,3.8,2,"Uttareshwar Pakhadi, Near Shivaji Chowk, Diveagar Bypass Road, Diveagar, Maharashtra 402404",1679,Air-conditioned,Breakfast,Airport shuttle,Pet-friendly
Maharashtra,Diveagar,"4,02,404",H,"Tendulkar Beach Resort, Diveagar","18.18372815210588, 72.9856378193992","https://www.google.com/maps/place/Tendulkar+Beach+Resort,+Diveagar/data=!4m8!3m7!1s0x3be84f2ec1ecb535:0x4dcf8911454838c4!5m2!4m1!1i2!8m2!3d18.183529!4d72.985611?authuser=0&hl=en&rclk=1",3.4,2,"Dive Agar Bypass Rd, Shivaji Chowk Nr. Idea Tower Tal.Shriwardhan, Dist, Diveagar, Maharashtra 402404",2435,Beach access,Air-conditioned,Kitchen,Pet-friendly
Maharashtra,Diveagar,"4,02,404",H,Maitreya Beach Resort,"18.170328567376913, 72.98973221939909",https://www.google.com/maps/place/Maitreya+Beach+Resort/data=!4m8!3m7!1s0x3be84ed39a76e8e3:0xd0a697ba823b0092!5m2!4m1!1i2!8m2!3d18.1701298!4d72.9897054?authuser=0&hl=en&rclk=1,4.1,3,"At & Post Dive Agar, Suvarna Ganesh pakhadi (Lane), Opp. Wad Bunglow, Tal. Shriwardhan Dist. Raigad, Diveagar, Maharashtra 402404",1890,Pool,Beach access,Air-conditioned,Restaurant
Maharashtra,Diveagar,"4,02,404",H,Oasis Resort,"18.16356643473626, 72.99305306357597",https://www.google.com/maps/place/Oasis+Resort/data=!4m8!3m7!1s0x3be84ff2e5a3dc4f:0xfd55e7040e5e8dcc!5m2!4m1!1i2!8m2!3d18.1632963!4d72.9929726?authuser=0&hl=en&rclk=1,4.7,3,"821/1 bhatti area,bharadkhol road, Diveagar, Maharashtra 402404",3920,Air-conditioned,,,
Maharashtra,Diveagar,"4,02,404",H,Dream Beach Family Resort,"18.17103307277599, 72.9902571193991",https://www.google.com/maps/place/Dream+Beach+Family+Resort/data=!4m8!3m7!1s0x3be84fe071051657:0xb680fbcc9685d769!5m2!4m1!1i2!8m2!3d18.1708445!4d72.9902303?authuser=0&hl=en&rclk=1,4.5,2,"Near Suvarna Ganesh Pratishthan, Near by Rane Khanaval, Diveagar Tal- Shrivardhan, Raigad Konkan, Maharashtra 402404",2856,Air-conditioned,,,
Maharashtra,Diveagar,"4,02,404",H,Stayvelle INN,"18.16946635003246, 72.99224653104554",https://www.google.com/maps/place/Stayvelle+INN/data=!4m8!3m7!1s0x3be84ed3267d5949:0xd6b8cbc4c971a0c!5m2!4m1!1i2!8m2!3d18.169237!4d72.992327?authuser=0&hl=en&rclk=1,4,2,"Suwarna Ganesh Temple Road, Shivaji Chowk, Diveagar, Maharashtra 402404",1070,Beach access,Air-conditioned,49% less than usual,
Maharashtra,Diveagar,"4,02,404",H,Beach Symphony Resort,"18.167106130798008, 72.98983426172754",https://www.google.com/maps/place/Beach+Symphony+Resort/data=!4m8!3m7!1s0x3be84ffd31f7163f:0xbdf0556631c6c982!5m2!4m1!1i2!8m2!3d18.1670093!4d72.9898289?authuser=0&hl=en&rclk=1,4,2,"House No. 633, At Post Diveagar, Tal: Shrivardhan, Diveagar, Maharashtra 404404",2760,Free parking,Free breakfast,Beach access,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Bharat Hotel,"17.919506276391257, 73.66238201754757",https://www.google.com/maps/place/Bharat+Hotel/data=!4m8!3m7!1s0x3bc26556df7c7b0f:0x77064114eac9c42f!5m2!4m1!1i2!8m2!3d17.919277!4d73.66243?authuser=0&hl=en&rclk=1,4,3,"Tapola Rd, Near New Lake, Mahabaleshwar, Maharashtra 412806",3005,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Fountain Village,"17.926206543690544, 73.65790151939542",https://www.google.com/maps/place/Fountain+Village/data=!4m8!3m7!1s0x3bc2654d8afbe1fd:0xbfb2c65ab83881aa!5m2!4m1!1i2!8m2!3d17.926008!4d73.657875?authuser=0&hl=en&rclk=1,4.2,3,"Mahabaleshwar Jama Masjid Rd, near Bharat Petrol Pump, Mahabaleshwar, Maharashtra 412806",2760,Pool,Free breakfast,Air-conditioned,Breakfast
Maharashtra,Mahabaleshwar,"4,12,806",H,HOTEL DREAMLAND,"17.924688304956028, 73.6554906040539",https://www.google.com/maps/place/HOTEL+DREAMLAND/data=!4m8!3m7!1s0x3bc26552eb574e9f:0x5805237376a1b0b3!5m2!4m1!1i2!8m2!3d17.9245403!4d73.6555067?authuser=0&hl=en&rclk=1,4.3,3,"BUS STAND, MAIN MARKET, behind S.T, Mahabaleshwar, Maharashtra",3947,Pool,Spa,Free breakfast,Free Wi-Fi
Maharashtra,Mahabaleshwar,"4,12,806",H,C.P. Cottage - Hotel on Mahabaleshwar Road,"17.9295762320933, 73.6702864463831",https://www.google.com/maps/place/C.P.+Cottage+-+Hotel+on+Mahabaleshwar+Road/data=!4m8!3m7!1s0x3bc26525f320a50d:0x766c718387010ed3!5m2!4m1!1i2!8m2!3d17.9293874!4d73.670324?authuser=0&hl=en&rclk=1,4.2,3,"Gadalwadi, Mahabaleshwar, Maharashtra 412806",995,Free breakfast,Air-conditioned,Breakfast,Airport shuttle
Maharashtra,Mahabaleshwar,"4,12,806",H,"Mango Hotels – Valley View, Mahabaleshwar","17.921710865269123, 73.6597642482308","https://www.google.com/maps/place/Mango+Hotels+%E2%80%93+Valley+View,+Mahabaleshwar/data=!4m8!3m7!1s0x3bc265515e435199:0x614a333882eed125!5m2!4m1!1i2!8m2!3d17.9214914!4d73.6597267?authuser=0&hl=en&rclk=1",3.9,3,"Valley View Rd, Near Market, Mahabaleshwar, Maharashtra 412806",6131,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mahabaleshwar,"4,12,806",H,Le Méridien Mahabaleshwar Resort & Spa,"17.91701922842657, 73.6737085617245",https://www.google.com/maps/place/Le+M%C3%A9ridien+Mahabaleshwar+Resort+%26+Spa/data=!4m8!3m7!1s0x3bc2655ed6ae448f:0xafe8e3532415fa69!5m2!4m1!1i2!8m2!3d17.9168508!4d73.6737032?authuser=0&hl=en&rclk=1,4.6,5,"211 / 212, Satara-Medha-Mahabaleshwar Rd, Mahabaleshwar, Maharashtra 412806",17100,Pool,Spa,Free parking,Free Wi-Fi
Maharashtra,Mahabaleshwar,"4,12,806",H,Bharat Hotel,"17.91960836013092, 73.66238201754757",https://www.google.com/maps/place/Bharat+Hotel/data=!4m8!3m7!1s0x3bc26550dee86825:0x77064114eac9c42f!5m2!4m1!1i2!8m2!3d17.9192766!4d73.6624303?authuser=0&hl=en&rclk=1,4,3,"Tapola Rd, Near New Lake, Mahabaleshwar, Maharashtra 412806",3103,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel J's Excellenccy,"17.92349310595556, 73.658389902206",https://www.google.com/maps/place/Hotel+J's+Excellenccy/data=!4m8!3m7!1s0x3bc2655246686569:0x5077bb5fcd6603f4!5m2!4m1!1i2!8m2!3d17.9233451!4d73.6584811?authuser=0&hl=en&rclk=1,4.1,2,"280/81, Murray Peth, Mahabaleshwar, Maharashtra 412806",1950,Pool,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel Shreyas,"17.92633976362406, 73.65601741754764",https://www.google.com/maps/place/Hotel+Shreyas/data=!4m8!3m7!1s0x3bc2654d7b55bbe9:0xe6a07f0ba293ac22!5m2!4m1!1i2!8m2!3d17.9262428!4d73.6560657?authuser=0&hl=en&rclk=1,4.2,3,"Main Road, opp. S. T. Bus Station, Mahabaleshwar, Maharashtra 412806",3818,Pool,Spa,Free breakfast,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel Vyankatesh & Pure Veg Restaurant,"17.923969478735437, 73.65932031754758",https://www.google.com/maps/place/Hotel+Vyankatesh+%26+Pure+Veg+Restaurant/data=!4m8!3m7!1s0x3bc2655228416567:0xd7f75a753c2f612!5m2!4m1!1i2!8m2!3d17.9237296!4d73.6593686?authuser=0&hl=en&rclk=1,4,2,"141, Main Road, near Police Station, Mahabaleshwar, Maharashtra 412806",1175,Air-conditioned,Breakfast,Parking,Airport shuttle
Maharashtra,Mahabaleshwar,"4,12,806",H,HOTEL SAKET PLAZA,"17.928748993707636, 73.65253321754766",https://www.google.com/maps/place/HOTEL+SAKET+PLAZA/data=!4m8!3m7!1s0x3bc27ab6aaaaaa91:0xe3b82566e62d9c33!5m2!4m1!1i2!8m2!3d17.9286112!4d73.6525815?authuser=0&hl=en&rclk=1,4.3,3,"OLD BAND ROAD , NEAR MADHUSAGAR, Mahabaleshwar, Maharashtra 412806",4095,Pool,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel Panorama Resorts,"17.92519973352166, 73.65674336172466",https://www.google.com/maps/place/Hotel+Panorama+Resorts/data=!4m8!3m7!1s0x3bc2655263770773:0x522bbd2a6cd1903!5m2!4m1!1i2!8m2!3d17.9248884!4d73.656738?authuser=0&hl=en&rclk=1,4,2,"28, MG Rd, Mahabaleshwar, Maharashtra 412806",2107,Pool,Air-conditioned,Restaurant,
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel Rajesh,"17.926497971517307, 73.65859363288926",https://www.google.com/maps/place/Hotel+Rajesh/data=!4m8!3m7!1s0x3bc2654df69c2455:0xc33304c791be8199!5m2!4m1!1i2!8m2!3d17.9263908!4d73.658599?authuser=0&hl=en&rclk=1,3.5,2,"Bus Stand, Satar, Satara Rd, Mahabaleshwar, Maharashtra 412806",2551,Pool,Free parking,Free breakfast,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Evershine Resort,"17.92322795521379, 73.66733824453515",https://www.google.com/maps/place/Evershine+Resort/data=!4m8!3m7!1s0x3bc2655ba644276f:0xa3b8a36bb25d1671!5m2!4m1!1i2!8m2!3d17.9230187!4d73.6674509?authuser=0&hl=en&rclk=1,4.5,4,"C.T.S No 182, Gautam Rd, Mahabaleshwar, Maharashtra 412806",9080,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mahabaleshwar,"4,12,806",H,HOTEL S K PALACE,"17.924718429188903, 73.65713186172465",https://www.google.com/maps/place/HOTEL+S+K+PALACE/data=!4m8!3m7!1s0x3bc26552676b807b:0x98f05734bd0d78a4!5m2!4m1!1i2!8m2!3d17.924426!4d73.657047?authuser=0&hl=en&rclk=1,3.8,2,"Cawasji street,, near Union Bank, Mahabaleshwar, Maharashtra 412806",706,Air-conditioned,,,
Maharashtra,Mahabaleshwar,"4,12,806",H,"Hotel Lake Paradise, Mahabaleshwar","17.936221839850816, 73.67416529056021","https://www.google.com/maps/place/Hotel+Lake+Paradise,+Mahabaleshwar/data=!4m8!3m7!1s0x3bc26539ebeab007:0x7fe07eb5c21c0799!5m2!4m1!1i2!8m2!3d17.9360126!4d73.6741492?authuser=0&hl=en&rclk=1",4.2,3,"near Venna Lake, Mahabaleshwar, Maharashtra 412806",2300,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mahabaleshwar,"4,12,806",H,Regenta MPG Club Mahabaleshwar,"17.917575446925092, 73.6617457635724",https://www.google.com/maps/place/Regenta+MPG+Club+Mahabaleshwar/data=!4m8!3m7!1s0x3bc265565a54d957:0x3fae1bb927011b36!5m2!4m1!1i2!8m2!3d17.9172641!4d73.6616653?authuser=0&hl=en&rclk=1,4.2,3,"233, Old Tapola Road, Satara, Mahabaleshwar, Maharashtra 412806",8975,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel Poonam,"17.924816493758485, 73.65768000590172",https://www.google.com/maps/place/Hotel+Poonam/data=!4m8!3m7!1s0x3bc265526941aad5:0x6d019cbcc70ca17c!5m2!4m1!1i2!8m2!3d17.9245562!4d73.657621?authuser=0&hl=en&rclk=1,3.8,2,"MG Rd, Kawasji Street, Mahabaleshwar, Maharashtra 412806",1514,Free breakfast,Breakfast,Restaurant,
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel Vighanahartha Palace,"17.921842982585485, 73.65794463288924",https://www.google.com/maps/place/Hotel+Vighanahartha+Palace/data=!4m8!3m7!1s0x3bc26553c744b9c5:0xeb4b6dec72e2933c!5m2!4m1!1i2!8m2!3d17.921699!4d73.658036?authuser=0&hl=en&rclk=1,4,3,"40/1, Nagarpalika Housing Society, Mahabaleshwar, Maharashtra 412806",874,Free Wi-Fi,Air-conditioned,Wi-Fi,
Maharashtra,Mahabaleshwar,"4,12,806",H,Hotel Lake View,"17.92619847571533, 73.66191660590165",https://www.google.com/maps/place/Hotel+Lake+View/data=!4m8!3m7!1s0x3bc2655bd4edf83f:0x5ee2c9997c09ddb7!5m2!4m1!1i2!8m2!3d17.9259586!4d73.6618576?authuser=0&hl=en&rclk=1,4.1,3,"Garden, Satara Road near Makriya, Mahabaleshwar, Maharashtra 412806",3686,Pool,Free parking,Free breakfast,Free Wi-Fi
